Product,Code,Product Type,Description,Table,Related To,Existing KWh,Existing Litres,Crush Charge,Price Now,Lifetime
E27 - 60W - Incan,Exi0000098,E27,E27 : GLS,Incandescent,Hours Per Year,0.06,0,0,5,
E27 - 75W - Incan,Exi0000099,E27,E27 : GLS,Incandescent,Hours Per Year,0.075,0,0,5,
E27 - 100W - Incan,Exi0000100,E27,E27 : GLS,Incandescent,Hours Per Year,0.1,0,0,5,
B22 - 60W - Incan,Exi0000101,B22,B22 : GLS,Incandescent,Hours Per Year,0.06,0,0,5,
B22 - 75W - Incan,Exi0000102,B22,B22 : GLS,Incandescent,Hours Per Year,0.075,0,0,5,
B22 - 100W - Incan,Exi0000103,B22,B22 : GLS,Incandescent,Hours Per Year,0.1,0,0,5,
Flood CFL - 1 X 45W,Exi0000113,Floodlight,CFL Floodlight,CFL,Hours Per Year,0.045,0,0,5,
Flood CFL - 1 X 85W,Exi0000114,Floodlight,CFL Floodlight,CFL,Hours Per Year,0.085,0,0,5,
MR16 - 20W,Exi0000145,MR16,MR16,Halogen,Hours Per Year,0.02,0,0,5,
T12 - 1 X 65W - 5 foot,Exi0000167,T12,T12 - 1 X,Fluorescent,Hours Per Year,0.065,0,0,5,
PL 2 Pin - 1 X 11W,Exi0000168,2 Pin,2 Pin - 1 X,PL,Hours Per Year,0.011,0,0,5,6000
PL 2 Pin - 1 X 10W,Exi0000170,2 Pin,2 Pin - 1 X,PL,Hours Per Year,0.01,0,0,5,6000
Existing - Wall,Exi00000192,Showerhead,Wall,Showerhead,Number Per Day,,,,,
Flood - MH - 200W,Exi000000195,Floodlight,HID Floodlight,MH,Hours Per Year,0.25,0,0,5,10000
Flood - Hal - 150W,Exi000000196,Floodlight,HID Floodlight,HALOGEN,Hours Per Year,0.15,0,0,5,10000
Flood - Hal - 200W,Exi000000197,Floodlight,HID Floodlight,HALOGEN,Hours Per Year,0.2,0,0,5,10000
Flood - Hal - 250W,Exi000000198,Floodlight,HID Floodlight,HALOGEN,Hours Per Year,0.25,0,0,5,10000
E14 - 32W - CFL,Exi00000199,E14,E14 - CFL,CFL,Hours Per Year,0.032,0,0,5,
GU10 - 20W,Exi000000200,GU10,GU10,Halogen,Hours Per Year,0.02,0,0,5,1000
GU10 - 42W,Exi000000201,GU10,GU10,Halogen,Hours Per Year,0.042,0,0,5,1000
MR16 - 42W,Exi000000202,MR16,MR16,Halogen,Hours Per Year,0.042,0,0,5,1000
B22 - 18W - CFL,Exi000000203,B22,B22 - CFL,CFL,Hours Per Year,0.018,0,0,5,6000
B22 - 20W - CFL,Exi000000204,B22,B22 - CFL,CFL,Hours Per Year,0.02,0,0,5,6000
Existing - Handshower,Exi000000205,Showerhead,Existing,Showerhead,Number Per Day,,,,,
E14 - 25W - Candle,Exi000000206,E14,E14 : Candle,Incandescent,Hours Per Year,0.025,0,0,5,1000
E14 - 35W - Candle,Exi000000207,E14,E14 : Candle,Incandescent,Hours Per Year,0.035,0,0,5,1000
