Product,Code,Product Type,Description,Table,Related To,Existing KWh,Existing Litres,Crush Charge,Price Now,Lifetime
T8 - 2 X 58W - 5 foot,Exi0000068,T8,T8 2 x 5 foot,Fluorescent,Hours Per Year,0.116,0,5,5,8000
Flood MV - E27 125W,Exi0000011,Floodlight,HID Floodlight,MV,Hours Per Year,0.125,0,5,5,10000
T12 - 2 X 65W - 5 foot,Exi0000043,T12,T12 2 X 5 foot,Fluorescent,Hours Per Year,0.13,0,5,5,6000
Flood MH - 150W,Exi0000008,Floodlight,HID Floodlight,MH,Hours Per Year,0.15,0,5,5,10000
Flood HPS - E40 150W,Exi0000014,Floodlight,HID Floodlight,HPS,Hours Per Year,0.15,0,5,5,23000
G12 - 150W - Spot,Exi0000035,G12,Metal Halide,Metal Halide,Hours Per Year,0.15,0,5,5,1000
MR16 - 2 X 75W - Recessed,Exi0000137,MR16,MR16 - 2 X,Halogen,Hours Per Year,0.15,0,5,5,
Flood MBL - 160W,Exi0000112,E27,Mercury Blended,MBL,Hours Per Year,0.16,0,5,5,
Flood MH - E40 250W,Exi0000007,Floodlight,HID Floodlight,MH,Hours Per Year,0.25,0,5,5,10000
Flood MV - E40 250W,Exi0000010,Floodlight,HID Floodlight,MV,Hours Per Year,0.25,0,5,5,10000
Flood HPS - E40 250W,Exi0000013,Floodlight,HID Floodlight,HPS,Hours Per Year,0.25,0,5,5,23000
Flood MBL - 250W,Exi0000118,E40,Mercury Blended,MBL,Hours Per Year,0.25,0,5,5,
Flood MH - E40 400W,Exi0000017,Floodlight,HID Floodlight,MH,Hours Per Year,0.4,0,5,5,10000
Flood MV - E40 400W,Exi0000019,Floodlight,HID Floodlight,MV,Hours Per Year,0.4,0,5,5,10000
Flood HPS - E40 400W,Exi0000021,Floodlight,HID Floodlight,HPS,Hours Per Year,0.4,0,5,5,23000
Flood MBL - 500W,Exi0000119,E40,Mercury Blended,MBL,Hours Per Year,0.5,0,5,5,
